session_id,timestamp,user_id,role,vendor_firm,application,action,privilege_level,outcome,is_anomalous
OP001097,2026-06-23T13:54:07,STF1102,staff,,Baggage-Handling-System,export_report,standard,success,0
OP000476,2026-06-23T14:05:55,STF1013,staff,,Departure-Control-System,export_report,standard,success,0
OP000080,2026-06-23T14:39:05,STF1155,staff,,Cargo-Manifest-System,create_user,elevated,success,0
OP000044,2026-06-23T15:07:03,STF1095,staff,,Departure-Control-System,modify_routing_rule,elevated,success,0
OP002180,2026-06-23T15:18:36,STF1053,staff,,Departure-Control-System,modify_routing_rule,elevated,success,0
OP002347,2026-06-23T15:36:42,VND2015,vendor,AeroFuel Solutions,Gate-Management-System,download_bulk_data,elevated,success,0
OP001840,2026-06-23T15:57:48,STF1015,staff,,Gate-Management-System,update_schedule,standard,denied,0
OP001053,2026-06-23T16:15:58,STF1153,staff,,Departure-Control-System,view_manifest,standard,success,0
OP001324,2026-06-23T16:16:57,STF1058,staff,,Baggage-Handling-System,create_user,elevated,denied,0
OP002455,2026-06-23T16:59:11,STF1143,staff,,Airfield-Ops-Portal,create_user,elevated,success,0
OP001682,2026-06-23T17:14:12,VND2027,vendor,Meridian Aircraft Maintenance,Departure-Control-System,download_bulk_data,elevated,success,0
OP001674,2026-06-23T17:26:26,STF1113,staff,,Departure-Control-System,update_schedule,standard,success,0
OP002736,2026-06-23T17:49:08,STF1010,staff,,Gate-Management-System,view_manifest,standard,success,0
OP000333,2026-06-23T17:52:02,STF1041,staff,,Baggage-Handling-System,update_schedule,standard,success,0
OP000783,2026-06-23T18:02:15,VND2000,vendor,SkyLink Ground Services,Departure-Control-System,view_manifest,standard,success,0
OP003016,2026-06-23T18:12:23,VND2025,vendor,SkyLink Ground Services,Cargo-Manifest-System,update_schedule,standard,success,0
OP001591,2026-06-23T18:12:30,STF1058,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP000675,2026-06-23T18:32:54,STF1078,staff,,Airfield-Ops-Portal,update_schedule,standard,success,0
OP002975,2026-06-23T18:57:26,STF1008,staff,,Airfield-Ops-Portal,create_user,elevated,success,0
OP003065,2026-06-23T19:07:36,VND2014,vendor,AeroFuel Solutions,Baggage-Handling-System,view_manifest,standard,success,0
OP002242,2026-06-23T19:45:27,STF1116,staff,,Gate-Management-System,modify_routing_rule,elevated,success,0
OP002198,2026-06-23T20:02:38,STF1162,staff,,Gate-Management-System,download_bulk_data,elevated,success,0
OP002028,2026-06-23T20:05:33,VND2026,vendor,Horizon Cleaning Services,Baggage-Handling-System,modify_routing_rule,elevated,success,0
OP001227,2026-06-23T20:17:15,STF1082,staff,,Baggage-Handling-System,update_schedule,standard,success,0
OP001629,2026-06-23T20:18:41,STF1159,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP001984,2026-06-23T20:59:39,STF1063,staff,,Gate-Management-System,export_report,standard,success,0
OP000311,2026-06-23T21:05:41,VND2026,vendor,Horizon Cleaning Services,Gate-Management-System,export_report,standard,success,0
OP001666,2026-06-23T23:09:38,STF1113,staff,,Departure-Control-System,export_report,standard,success,0
OP000344,2026-06-23T23:49:38,STF1144,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP000927,2026-06-24T01:13:24,STF1146,staff,,Gate-Management-System,modify_routing_rule,elevated,success,0
OP002812,2026-06-24T01:13:36,STF1013,staff,,Baggage-Handling-System,export_report,standard,success,0
OP001031,2026-06-24T01:44:08,STF1153,staff,,Gate-Management-System,view_manifest,standard,success,0
OP000528,2026-06-24T03:04:52,STF1025,staff,,Cargo-Manifest-System,update_schedule,standard,success,0
OP002020,2026-06-24T06:04:03,STF1154,staff,,Airfield-Ops-Portal,create_user,elevated,success,0
OP002851,2026-06-24T06:29:42,STF1116,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP000294,2026-06-24T06:40:24,STF1141,staff,,Gate-Management-System,view_manifest,standard,success,0
OP002853,2026-06-24T06:53:17,STF1094,staff,,Cargo-Manifest-System,update_schedule,standard,success,0
OP002275,2026-06-24T07:10:38,VND2024,vendor,AeroFuel Solutions,Gate-Management-System,admin_config_change,elevated,success,0
OP000634,2026-06-24T07:24:05,STF1128,staff,,Airfield-Ops-Portal,export_report,standard,success,0
OP000832,2026-06-24T08:24:30,STF1001,staff,,Gate-Management-System,modify_routing_rule,elevated,success,0
OP001152,2026-06-24T08:33:03,STF1011,staff,,Baggage-Handling-System,read_sensor_status,standard,success,0
OP000461,2026-06-24T08:34:41,VND2031,vendor,Meridian Aircraft Maintenance,Gate-Management-System,read_sensor_status,standard,success,0
OP002665,2026-06-24T08:39:19,STF1137,staff,,Departure-Control-System,view_manifest,standard,success,0
OP001200,2026-06-24T09:34:43,VND2004,vendor,Falcon Cargo Handling,Departure-Control-System,update_schedule,standard,success,0
OP000702,2026-06-24T09:41:06,STF1079,staff,,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP002936,2026-06-24T09:49:25,STF1056,staff,,Departure-Control-System,create_user,elevated,success,0
OP001834,2026-06-24T10:01:26,STF1059,staff,,Airfield-Ops-Portal,modify_routing_rule,elevated,success,0
OP002019,2026-06-24T11:06:45,VND2009,vendor,Falcon Cargo Handling,Departure-Control-System,download_bulk_data,elevated,success,0
OP001024,2026-06-24T11:23:00,STF1175,staff,,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP001308,2026-06-24T11:44:23,STF1055,staff,,Departure-Control-System,update_schedule,standard,success,0
OP002254,2026-06-24T12:03:07,STF1156,staff,,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP002640,2026-06-24T12:03:18,VND2007,vendor,SkyLink Ground Services,Airfield-Ops-Portal,update_schedule,standard,success,0
OP000748,2026-06-24T12:04:27,STF1135,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP001136,2026-06-24T12:13:55,STF1005,staff,,Departure-Control-System,view_manifest,standard,success,0
OP002657,2026-06-24T12:28:49,VND2025,vendor,SkyLink Ground Services,Baggage-Handling-System,admin_config_change,elevated,success,0
OP002349,2026-06-24T12:29:30,STF1133,staff,,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP002407,2026-06-24T12:29:56,STF1052,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP002946,2026-06-24T12:36:31,STF1007,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP002947,2026-06-24T13:04:37,STF1178,staff,,Gate-Management-System,admin_config_change,elevated,success,0
OP001061,2026-06-24T13:05:55,STF1175,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP003063,2026-06-24T13:19:28,VND2021,vendor,Falcon Cargo Handling,Departure-Control-System,view_manifest,standard,success,0
OP001713,2026-06-24T13:41:43,VND2027,vendor,Meridian Aircraft Maintenance,Airfield-Ops-Portal,create_user,elevated,success,0
OP001979,2026-06-24T13:46:58,STF1013,staff,,Baggage-Handling-System,read_sensor_status,standard,success,0
OP000879,2026-06-24T13:53:25,STF1176,staff,,Airfield-Ops-Portal,modify_routing_rule,elevated,denied,0
OP001942,2026-06-24T14:34:00,VND2027,vendor,Meridian Aircraft Maintenance,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP002346,2026-06-24T14:43:21,STF1028,staff,,Gate-Management-System,download_bulk_data,elevated,success,0
OP002791,2026-06-24T14:48:50,STF1074,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP002110,2026-06-24T14:49:35,STF1094,staff,,Gate-Management-System,modify_routing_rule,elevated,success,0
OP001910,2026-06-24T14:58:54,STF1051,staff,,Airfield-Ops-Portal,export_report,standard,success,0
OP002810,2026-06-24T15:00:26,VND2032,vendor,AeroFuel Solutions,Cargo-Manifest-System,view_manifest,standard,success,0
OP000003,2026-06-24T15:12:49,STF1047,staff,,Gate-Management-System,update_schedule,standard,success,0
OP001883,2026-06-24T15:23:34,STF1079,staff,,Baggage-Handling-System,read_sensor_status,standard,success,0
OP001513,2026-06-24T15:35:34,VND2013,vendor,Falcon Cargo Handling,Baggage-Handling-System,export_report,standard,success,0
OP001537,2026-06-24T16:02:44,VND2008,vendor,SkyLink Ground Services,Baggage-Handling-System,modify_routing_rule,elevated,success,0
OP002545,2026-06-24T16:20:41,STF1126,staff,,Gate-Management-System,read_sensor_status,standard,success,0
OP002012,2026-06-24T16:35:35,VND2026,vendor,Horizon Cleaning Services,Gate-Management-System,view_manifest,standard,success,0
OP002793,2026-06-24T17:00:35,STF1142,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP001730,2026-06-24T17:03:45,STF1136,staff,,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP000411,2026-06-24T17:14:34,STF1047,staff,,Baggage-Handling-System,export_report,standard,success,0
OP000098,2026-06-24T17:25:04,STF1146,staff,,Gate-Management-System,download_bulk_data,elevated,success,0
OP002314,2026-06-24T17:28:16,STF1083,staff,,Departure-Control-System,export_report,standard,success,0
OP001619,2026-06-24T17:30:51,STF1037,staff,,Gate-Management-System,view_manifest,standard,success,0
OP001715,2026-06-24T17:40:37,VND2019,vendor,Falcon Cargo Handling,Cargo-Manifest-System,view_manifest,standard,success,0
OP001862,2026-06-24T17:56:07,VND2002,vendor,Horizon Cleaning Services,Cargo-Manifest-System,view_manifest,standard,success,0
OP000751,2026-06-24T18:21:43,STF1134,staff,,Departure-Control-System,read_sensor_status,standard,success,0
OP000360,2026-06-24T19:01:15,VND2033,vendor,Meridian Aircraft Maintenance,Airfield-Ops-Portal,modify_routing_rule,elevated,success,1
OP000218,2026-06-24T19:14:14,VND2011,vendor,Falcon Cargo Handling,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP001462,2026-06-24T19:30:28,STF1117,staff,,Gate-Management-System,read_sensor_status,standard,success,0
OP001943,2026-06-24T19:45:27,STF1165,staff,,Departure-Control-System,update_schedule,standard,success,0
OP001672,2026-06-24T19:46:22,STF1066,staff,,Departure-Control-System,read_sensor_status,standard,success,0
OP002726,2026-06-24T20:17:38,STF1020,staff,,Departure-Control-System,update_schedule,standard,success,0
OP002824,2026-06-24T20:54:07,STF1131,staff,,Baggage-Handling-System,export_report,standard,success,0
OP000978,2026-06-24T20:56:03,VND2034,vendor,SkyLink Ground Services,Departure-Control-System,download_bulk_data,elevated,success,0
OP000097,2026-06-24T20:57:51,STF1011,staff,,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP001422,2026-06-24T21:03:02,VND2002,vendor,Horizon Cleaning Services,Airfield-Ops-Portal,modify_routing_rule,elevated,success,0
OP002409,2026-06-24T21:30:56,STF1083,staff,,Departure-Control-System,admin_config_change,elevated,success,0
OP002296,2026-06-24T21:38:37,STF1063,staff,,Gate-Management-System,view_manifest,standard,success,0
OP002977,2026-06-24T21:43:07,STF1116,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP002487,2026-06-24T21:43:31,VND2007,vendor,SkyLink Ground Services,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP000518,2026-06-24T21:45:49,VND2017,vendor,Horizon Cleaning Services,Airfield-Ops-Portal,export_report,standard,success,0
OP000594,2026-06-24T21:50:46,VND2022,vendor,Falcon Cargo Handling,Cargo-Manifest-System,update_schedule,standard,success,0
OP000787,2026-06-24T21:57:06,STF1140,staff,,Baggage-Handling-System,export_report,standard,success,0
OP000558,2026-06-25T00:55:50,STF1080,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP001789,2026-06-25T01:09:56,VND2009,vendor,Falcon Cargo Handling,Cargo-Manifest-System,view_manifest,standard,success,0
OP000006,2026-06-25T01:12:19,VND2010,vendor,SkyLink Ground Services,Airfield-Ops-Portal,update_schedule,standard,success,0
OP000883,2026-06-25T01:21:04,STF1000,staff,,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP000527,2026-06-25T02:24:19,STF1170,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP001792,2026-06-25T02:37:00,VND2023,vendor,SkyLink Ground Services,Baggage-Handling-System,modify_routing_rule,elevated,success,1
OP003035,2026-06-25T03:07:32,VND2004,vendor,Falcon Cargo Handling,Baggage-Handling-System,modify_routing_rule,elevated,success,0
OP000816,2026-06-25T03:59:56,STF1059,staff,,Airfield-Ops-Portal,modify_routing_rule,elevated,success,0
OP002582,2026-06-25T06:07:56,STF1031,staff,,Baggage-Handling-System,download_bulk_data,elevated,success,0
OP002557,2026-06-25T06:10:30,STF1172,staff,,Baggage-Handling-System,admin_config_change,elevated,success,0
OP002926,2026-06-25T06:10:37,VND2034,vendor,SkyLink Ground Services,Cargo-Manifest-System,modify_routing_rule,elevated,success,0
OP002027,2026-06-25T06:11:13,STF1051,staff,,Gate-Management-System,read_sensor_status,standard,success,0
OP000130,2026-06-25T06:20:25,STF1083,staff,,Baggage-Handling-System,update_schedule,standard,success,0
OP000646,2026-06-25T06:28:49,STF1088,staff,,Cargo-Manifest-System,download_bulk_data,elevated,success,0
OP001194,2026-06-25T07:15:04,VND2012,vendor,AeroFuel Solutions,Airfield-Ops-Portal,export_report,standard,success,0
OP002081,2026-06-25T07:29:18,VND2014,vendor,AeroFuel Solutions,Airfield-Ops-Portal,update_schedule,standard,success,0
OP000123,2026-06-25T07:35:50,VND2003,vendor,Falcon Cargo Handling,Departure-Control-System,view_manifest,standard,success,0
OP001746,2026-06-25T07:36:11,VND2034,vendor,SkyLink Ground Services,Gate-Management-System,read_sensor_status,standard,success,0
OP002963,2026-06-25T07:46:54,VND2011,vendor,Falcon Cargo Handling,Baggage-Handling-System,read_sensor_status,standard,success,0
OP001270,2026-06-25T07:47:01,VND2003,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,update_schedule,standard,denied,0
OP001828,2026-06-25T08:14:50,VND2009,vendor,Falcon Cargo Handling,Departure-Control-System,export_report,standard,success,0
OP002182,2026-06-25T08:28:58,STF1177,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP001362,2026-06-25T08:50:29,VND2000,vendor,SkyLink Ground Services,Airfield-Ops-Portal,create_user,elevated,denied,0
OP002675,2026-06-25T09:01:04,STF1032,staff,,Baggage-Handling-System,read_sensor_status,standard,success,0
OP000468,2026-06-25T09:13:05,STF1024,staff,,Departure-Control-System,read_sensor_status,standard,success,0
OP000825,2026-06-25T09:20:56,STF1098,staff,,Baggage-Handling-System,create_user,elevated,success,1
OP001827,2026-06-25T09:23:30,VND2008,vendor,SkyLink Ground Services,Airfield-Ops-Portal,update_schedule,standard,success,0
OP002223,2026-06-25T09:28:46,STF1104,staff,,Gate-Management-System,modify_routing_rule,elevated,success,0
OP002683,2026-06-25T09:43:21,STF1130,staff,,Gate-Management-System,admin_config_change,elevated,success,0
OP001960,2026-06-25T09:47:35,STF1008,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP000503,2026-06-25T09:59:19,VND2028,vendor,Horizon Cleaning Services,Baggage-Handling-System,export_report,standard,success,0
OP000869,2026-06-25T10:29:28,STF1079,staff,,Airfield-Ops-Portal,export_report,standard,success,0
OP002155,2026-06-25T10:32:28,VND2000,vendor,SkyLink Ground Services,Departure-Control-System,export_report,standard,success,0
OP001776,2026-06-25T10:32:53,STF1008,staff,,Gate-Management-System,view_manifest,standard,success,0
OP002624,2026-06-25T11:04:04,STF1127,staff,,Airfield-Ops-Portal,admin_config_change,elevated,success,0
OP000326,2026-06-25T11:34:57,STF1088,staff,,Departure-Control-System,view_manifest,standard,success,0
OP001254,2026-06-25T11:36:54,VND2007,vendor,SkyLink Ground Services,Airfield-Ops-Portal,modify_routing_rule,elevated,success,0
OP002530,2026-06-25T11:50:28,VND2003,vendor,Falcon Cargo Handling,Baggage-Handling-System,read_sensor_status,standard,success,0
OP000501,2026-06-25T11:59:16,VND2014,vendor,AeroFuel Solutions,Departure-Control-System,modify_routing_rule,elevated,success,0
OP002696,2026-06-25T12:03:42,VND2020,vendor,Coastal Catering Co,Departure-Control-System,view_manifest,standard,success,0
OP000060,2026-06-25T12:34:46,STF1027,staff,,Airfield-Ops-Portal,update_schedule,standard,success,0
OP002621,2026-06-25T12:36:39,VND2022,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP003062,2026-06-25T12:36:47,VND2004,vendor,Falcon Cargo Handling,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP001617,2026-06-25T12:47:44,STF1132,staff,,Gate-Management-System,view_manifest,standard,success,0
OP002260,2026-06-25T12:49:33,VND2014,vendor,AeroFuel Solutions,Cargo-Manifest-System,update_schedule,standard,success,0
OP001902,2026-06-25T12:50:53,STF1123,staff,,Gate-Management-System,view_manifest,standard,success,0
OP000884,2026-06-25T12:55:22,VND2026,vendor,Horizon Cleaning Services,Gate-Management-System,read_sensor_status,standard,success,0
OP000781,2026-06-25T13:11:43,STF1007,staff,,Departure-Control-System,read_sensor_status,standard,success,0
OP000744,2026-06-25T13:35:01,STF1100,staff,,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP000298,2026-06-25T13:57:47,VND2013,vendor,Falcon Cargo Handling,Departure-Control-System,export_report,standard,success,0
OP000159,2026-06-25T14:12:30,STF1006,staff,,Gate-Management-System,read_sensor_status,standard,success,0
OP000517,2026-06-25T15:15:18,STF1034,staff,,Baggage-Handling-System,export_report,standard,success,0
OP002354,2026-06-25T15:28:07,VND2006,vendor,Coastal Catering Co,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP001345,2026-06-25T15:30:23,STF1087,staff,,Gate-Management-System,export_report,standard,denied,0
OP000253,2026-06-25T15:43:12,VND2014,vendor,AeroFuel Solutions,Departure-Control-System,read_sensor_status,standard,success,0
OP001236,2026-06-25T16:12:02,STF1179,staff,,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP001474,2026-06-25T16:23:24,STF1130,staff,,Departure-Control-System,download_bulk_data,elevated,success,0
OP002767,2026-06-25T16:24:13,VND2012,vendor,AeroFuel Solutions,Gate-Management-System,download_bulk_data,elevated,success,0
OP000416,2026-06-25T16:35:30,STF1170,staff,,Cargo-Manifest-System,create_user,elevated,success,0
OP002091,2026-06-25T17:02:49,STF1029,staff,,Airfield-Ops-Portal,export_report,standard,success,0
OP001207,2026-06-25T17:12:43,VND2032,vendor,AeroFuel Solutions,Airfield-Ops-Portal,export_report,standard,success,0
OP002232,2026-06-25T17:15:06,STF1071,staff,,Cargo-Manifest-System,export_report,standard,success,0
OP000176,2026-06-25T17:21:25,VND2026,vendor,Horizon Cleaning Services,Baggage-Handling-System,view_manifest,standard,success,0
OP002600,2026-06-25T17:25:20,VND2012,vendor,AeroFuel Solutions,Airfield-Ops-Portal,view_manifest,standard,success,0
OP001069,2026-06-25T17:33:49,STF1078,staff,,Cargo-Manifest-System,read_sensor_status,standard,success,0
OP000888,2026-06-25T17:39:34,STF1085,staff,,Departure-Control-System,view_manifest,standard,success,0
OP001853,2026-06-25T17:47:58,VND2015,vendor,AeroFuel Solutions,Airfield-Ops-Portal,update_schedule,standard,success,0
OP000694,2026-06-25T17:58:52,STF1119,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP001936,2026-06-25T18:20:05,STF1040,staff,,Baggage-Handling-System,modify_routing_rule,elevated,success,0
OP002967,2026-06-25T18:21:18,VND2001,vendor,Meridian Aircraft Maintenance,Airfield-Ops-Portal,export_report,standard,success,0
OP000526,2026-06-25T18:21:19,STF1028,staff,,Gate-Management-System,update_schedule,standard,success,0
OP001798,2026-06-25T18:22:36,STF1094,staff,,Airfield-Ops-Portal,update_schedule,standard,success,0
OP002175,2026-06-25T18:42:46,STF1027,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP001535,2026-06-25T18:53:07,VND2010,vendor,SkyLink Ground Services,Airfield-Ops-Portal,export_report,standard,denied,0
OP001553,2026-06-25T19:02:48,STF1031,staff,,Departure-Control-System,view_manifest,standard,success,0
OP000737,2026-06-25T19:05:23,STF1060,staff,,Cargo-Manifest-System,export_report,standard,success,0
OP001818,2026-06-25T19:42:34,STF1099,staff,,Departure-Control-System,view_manifest,standard,success,0
OP000729,2026-06-25T19:57:16,STF1119,staff,,Cargo-Manifest-System,create_user,elevated,success,0
OP002415,2026-06-25T20:08:18,VND2030,vendor,Meridian Aircraft Maintenance,Airfield-Ops-Portal,view_manifest,standard,success,0
OP002496,2026-06-25T20:42:47,STF1143,staff,,Departure-Control-System,update_schedule,standard,success,0
OP000109,2026-06-25T20:45:59,STF1116,staff,,Departure-Control-System,read_sensor_status,standard,success,0
OP000855,2026-06-25T20:47:46,VND2019,vendor,Falcon Cargo Handling,Cargo-Manifest-System,export_report,standard,success,0
OP002013,2026-06-25T20:54:07,STF1040,staff,,Cargo-Manifest-System,export_report,standard,success,0
OP001107,2026-06-25T21:06:53,STF1126,staff,,Cargo-Manifest-System,download_bulk_data,elevated,success,0
OP001921,2026-06-25T21:10:41,STF1169,staff,,Gate-Management-System,view_manifest,standard,success,0
OP000797,2026-06-25T21:32:09,VND2030,vendor,Meridian Aircraft Maintenance,Departure-Control-System,modify_routing_rule,elevated,success,0
OP001096,2026-06-25T21:45:27,STF1075,staff,,Departure-Control-System,read_sensor_status,standard,success,0
OP001302,2026-06-25T21:49:28,VND2030,vendor,Meridian Aircraft Maintenance,Gate-Management-System,view_manifest,standard,success,0
OP002814,2026-06-25T21:50:08,VND2005,vendor,AeroFuel Solutions,Gate-Management-System,export_report,standard,success,0
OP002219,2026-06-26T03:51:14,VND2019,vendor,Falcon Cargo Handling,Cargo-Manifest-System,view_manifest,standard,success,0
OP000183,2026-06-26T04:13:21,VND2013,vendor,Falcon Cargo Handling,Gate-Management-System,view_manifest,standard,denied,0
OP001733,2026-06-26T06:50:44,STF1145,staff,,Cargo-Manifest-System,modify_routing_rule,elevated,success,0
OP000361,2026-06-26T07:47:24,STF1024,staff,,Departure-Control-System,modify_routing_rule,elevated,success,0
OP000115,2026-06-26T07:47:55,STF1126,staff,,Departure-Control-System,view_manifest,standard,success,0
OP000380,2026-06-26T08:09:44,STF1109,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP002894,2026-06-26T08:10:18,STF1021,staff,,Airfield-Ops-Portal,download_bulk_data,elevated,success,0
OP002749,2026-06-26T08:51:13,VND2030,vendor,Meridian Aircraft Maintenance,Gate-Management-System,admin_config_change,elevated,success,0
OP002641,2026-06-26T08:57:19,STF1053,staff,,Gate-Management-System,download_bulk_data,elevated,success,0
OP000817,2026-06-26T09:14:55,STF1026,staff,,Baggage-Handling-System,export_report,standard,success,0
OP001753,2026-06-26T09:20:56,VND2009,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,view_manifest,standard,success,0
OP000301,2026-06-26T09:40:04,STF1017,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP001676,2026-06-26T09:42:18,STF1154,staff,,Airfield-Ops-Portal,update_schedule,standard,success,0
OP002653,2026-06-26T10:09:25,STF1167,staff,,Airfield-Ops-Portal,create_user,elevated,success,1
OP000137,2026-06-26T10:10:40,VND2026,vendor,Horizon Cleaning Services,Baggage-Handling-System,export_report,standard,success,0
OP002579,2026-06-26T10:12:21,STF1112,staff,,Cargo-Manifest-System,update_schedule,standard,success,0
OP001224,2026-06-26T10:20:47,VND2026,vendor,Horizon Cleaning Services,Cargo-Manifest-System,view_manifest,standard,success,0
OP002731,2026-06-26T10:28:44,STF1007,staff,,Baggage-Handling-System,download_bulk_data,elevated,success,0
OP002858,2026-06-26T10:32:34,VND2012,vendor,AeroFuel Solutions,Gate-Management-System,read_sensor_status,standard,success,0
OP001146,2026-06-26T10:43:22,STF1055,staff,,Airfield-Ops-Portal,create_user,elevated,success,0
OP000949,2026-06-26T10:58:06,STF1121,staff,,Cargo-Manifest-System,view_manifest,standard,success,0
OP002234,2026-06-26T11:07:13,VND2000,vendor,SkyLink Ground Services,Gate-Management-System,view_manifest,standard,success,0
OP001389,2026-06-26T11:08:43,STF1067,staff,,Cargo-Manifest-System,update_schedule,standard,success,0
OP002113,2026-06-26T11:09:52,STF1033,staff,,Cargo-Manifest-System,view_manifest,standard,denied,0
OP000932,2026-06-26T11:21:58,VND2032,vendor,AeroFuel Solutions,Baggage-Handling-System,update_schedule,standard,success,0
OP001157,2026-06-26T11:33:54,VND2006,vendor,Coastal Catering Co,Baggage-Handling-System,read_sensor_status,standard,success,0
OP003075,2026-06-26T11:49:16,STF1138,staff,,Gate-Management-System,view_manifest,standard,success,0
OP002157,2026-06-26T12:01:10,STF1125,staff,,Departure-Control-System,export_report,standard,success,0
OP002832,2026-06-26T12:02:36,STF1007,staff,,Baggage-Handling-System,export_report,standard,success,0
OP000025,2026-06-26T12:29:17,VND2021,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,download_bulk_data,elevated,success,0
OP000613,2026-06-26T12:30:12,STF1141,staff,,Gate-Management-System,export_report,standard,success,0
OP002324,2026-06-26T12:31:15,STF1076,staff,,Cargo-Manifest-System,update_schedule,standard,success,0
OP002965,2026-06-26T13:03:07,STF1001,staff,,Departure-Control-System,view_manifest,standard,success,0
OP000362,2026-06-26T13:17:39,VND2008,vendor,SkyLink Ground Services,Departure-Control-System,read_sensor_status,standard,success,0
OP000822,2026-06-26T13:21:31,STF1161,staff,,Cargo-Manifest-System,export_report,standard,success,0
OP000946,2026-06-26T13:33:47,STF1021,staff,,Airfield-Ops-Portal,export_report,standard,success,0
OP001615,2026-06-26T13:39:52,STF1164,staff,,Departure-Control-System,view_manifest,standard,success,0
OP000521,2026-06-26T14:01:49,STF1004,staff,,Cargo-Manifest-System,export_report,standard,success,0
OP000429,2026-06-26T14:27:12,STF1070,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP002523,2026-06-26T14:57:09,VND2009,vendor,Falcon Cargo Handling,Departure-Control-System,download_bulk_data,elevated,success,0
OP001275,2026-06-26T15:17:03,VND2000,vendor,SkyLink Ground Services,Cargo-Manifest-System,modify_routing_rule,elevated,success,0
OP003093,2026-06-26T15:26:58,STF1059,staff,,Cargo-Manifest-System,update_schedule,standard,success,0
OP002124,2026-06-26T15:41:11,VND2025,vendor,SkyLink Ground Services,Airfield-Ops-Portal,export_report,standard,success,0
OP000002,2026-06-26T16:08:07,STF1070,staff,,Baggage-Handling-System,admin_config_change,elevated,success,0
OP001346,2026-06-26T16:22:12,STF1011,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP000836,2026-06-26T16:22:13,STF1110,staff,,Gate-Management-System,view_manifest,standard,success,0
OP000805,2026-06-26T16:39:06,VND2006,vendor,Coastal Catering Co,Baggage-Handling-System,update_schedule,standard,success,0
OP001823,2026-06-26T16:45:46,VND2012,vendor,AeroFuel Solutions,Gate-Management-System,export_report,standard,success,0
OP002372,2026-06-26T16:46:21,VND2024,vendor,AeroFuel Solutions,Airfield-Ops-Portal,read_sensor_status,standard,success,0
OP002049,2026-06-26T16:52:30,STF1078,staff,,Gate-Management-System,view_manifest,standard,success,0
OP001243,2026-06-26T16:55:04,VND2022,vendor,Falcon Cargo Handling,Departure-Control-System,export_report,standard,success,0
OP001351,2026-06-26T17:25:52,STF1162,staff,,Departure-Control-System,view_manifest,standard,success,0
OP001524,2026-06-26T17:37:35,STF1158,staff,,Baggage-Handling-System,view_manifest,standard,success,0
OP001819,2026-06-26T18:06:40,VND2015,vendor,AeroFuel Solutions,Departure-Control-System,modify_routing_rule,elevated,success,0
OP002333,2026-06-26T18:21:36,STF1176,staff,,Baggage-Handling-System,create_user,elevated,success,0
OP001893,2026-06-26T18:48:47,VND2016,vendor,AeroFuel Solutions,Cargo-Manifest-System,export_report,standard,success,0
OP002248,2026-06-26T18:59:58,STF1089,staff,,Departure-Control-System,download_bulk_data,elevated,success,0
OP002787,2026-06-26T19:12:38,STF1136,staff,,Airfield-Ops-Portal,view_manifest,standard,success,0
OP001158,2026-06-26T19:43:28,VND2014,vendor,AeroFuel Solutions,Cargo-Manifest-System,update_schedule,standard,success,0
