event_id,timestamp,user_id,src_segment,dst_segment,src_ip,dst_ip,port,protocol,bytes,device_id,is_anomalous
NW000069,2026-06-25T15:02:08,STF1149,staff-ops,staff-ops,10.20.213.40,10.20.238.177,80,TCP,178625,DEV0388,0
NW002301,2026-06-25T15:02:33,STF1120,staff-ops,staff-ops,10.20.131.5,10.20.107.46,445,TCP,242580,DEV0289,0
NW004905,2026-06-25T15:12:02,STF1107,staff-ops,staff-ops,10.20.161.84,10.20.46.22,445,TCP,95501,DEV0362,0
NW006310,2026-06-25T15:14:19,STF1081,staff-ops,internet,10.20.27.162,198.51.77.46,5432,TCP,33491,DEV0271,0
NW005430,2026-06-25T15:14:19,STF1048,staff-ops,staff-ops,10.20.244.101,10.20.139.165,8080,TCP,80352,DEV0394,0
NW004321,2026-06-25T15:36:46,STF1147,staff-ops,internet,10.20.196.149,198.51.226.135,443,TCP,194228,DEV0310,0
NW002641,2026-06-25T15:38:56,STF1042,staff-ops,staff-ops,10.20.6.64,10.20.50.161,443,TCP,298514,DEV0202,0
NW005579,2026-06-25T15:47:47,STF1000,staff-ops,staff-ops,10.20.5.173,10.20.102.136,443,TCP,157749,DEV0276,0
NW006030,2026-06-25T16:02:39,STF1074,staff-ops,internet,10.20.61.54,198.51.14.252,445,TCP,221013,DEV0124,0
NW001825,2026-06-25T16:26:21,VND2013,vendor-vpn,vendor-vpn,10.60.214.42,10.20.3.141,443,TCP,354091,DEV0208,0
NW006272,2026-06-25T16:37:57,VND2026,vendor-vpn,vendor-vpn,10.60.152.137,10.20.185.117,443,UDP,44511,DEV0088,0
NW006373,2026-06-25T16:40:45,STF1029,staff-ops,staff-ops,10.20.31.68,10.20.199.138,80,TCP,62554,DEV0034,0
NW006313,2026-06-25T16:41:17,STF1028,staff-ops,staff-ops,10.20.89.132,10.20.40.121,443,UDP,319353,DEV0081,0
NW006318,2026-06-25T16:49:02,STF1106,staff-ops,staff-ops,10.20.126.234,10.20.84.183,22,TCP,146356,DEV0266,0
NW004721,2026-06-25T16:53:05,STF1111,staff-ops,staff-ops,10.20.31.218,10.20.37.225,443,TCP,78260,DEV0265,0
NW005203,2026-06-25T17:14:24,STF1092,staff-ops,staff-ops,10.20.82.241,10.20.79.53,443,TCP,106818,DEV0291,0
NW004236,2026-06-25T17:24:29,STF1012,staff-ops,staff-ops,10.20.247.111,10.20.200.153,5432,TCP,360733,DEV0167,0
NW002588,2026-06-25T17:30:55,VND2002,vendor-vpn,vendor-vpn,10.60.233.124,10.20.181.85,80,TCP,107826,DEV0178,0
NW003905,2026-06-25T17:54:38,VND2011,vendor-vpn,vendor-vpn,10.60.191.65,10.20.238.177,443,TCP,10404,DEV0383,0
NW002514,2026-06-25T17:56:41,VND2011,vendor-vpn,vendor-vpn,10.60.239.243,10.20.176.200,443,UDP,236483,DEV0249,0
NW002962,2026-06-25T17:56:51,STF1147,staff-ops,internet,10.20.185.122,198.51.77.170,8080,TCP,278065,DEV0388,0
NW000335,2026-06-25T18:01:12,VND2010,vendor-vpn,vendor-vpn,10.60.138.17,10.20.93.66,443,TCP,1098,DEV0298,0
NW002483,2026-06-25T18:07:45,STF1059,staff-ops,staff-ops,10.20.68.245,10.20.55.108,80,TCP,304902,DEV0391,0
NW005732,2026-06-25T18:18:33,STF1072,staff-ops,internet,10.20.96.190,198.51.39.108,443,TCP,59694,DEV0047,0
NW001327,2026-06-25T18:56:17,STF1122,staff-ops,staff-ops,10.20.7.130,10.20.54.144,22,TCP,121350,DEV0295,0
NW004857,2026-06-25T18:58:39,STF1007,staff-ops,internet,10.20.38.208,198.51.168.154,443,TCP,304623,DEV0291,0
NW005649,2026-06-25T19:07:55,STF1088,staff-ops,staff-ops,10.20.95.192,10.20.235.234,443,TCP,364430,DEV0023,0
NW006159,2026-06-25T19:13:15,STF1049,staff-ops,staff-ops,10.20.47.58,10.20.4.45,443,TCP,383487,DEV0256,0
NW005435,2026-06-25T19:28:16,STF1075,staff-ops,staff-ops,10.20.172.147,10.20.173.140,80,TCP,304766,DEV0264,0
NW004654,2026-06-25T19:28:31,STF1001,staff-ops,internet,10.20.86.156,198.51.152.18,445,UDP,371328,DEV0304,0
NW003864,2026-06-25T19:35:37,STF1110,staff-ops,staff-ops,10.20.161.35,10.20.48.216,443,UDP,215008,DEV0090,0
NW000591,2026-06-25T19:37:13,STF1039,staff-ops,staff-ops,10.20.6.82,10.20.166.20,443,TCP,360770,DEV0010,0
NW002343,2026-06-25T19:40:38,STF1142,staff-ops,staff-ops,10.20.70.52,10.20.43.231,3389,TCP,223553,DEV0264,0
NW001627,2026-06-25T19:45:41,STF1044,staff-ops,staff-ops,10.20.81.117,10.20.132.45,443,TCP,330678,DEV0031,0
NW003006,2026-06-25T19:45:53,STF1095,staff-ops,staff-ops,10.20.82.67,10.20.13.210,8080,TCP,306009,DEV0235,0
NW004158,2026-06-25T19:54:02,VND2005,vendor-vpn,vendor-vpn,10.60.219.90,10.20.225.204,445,TCP,262340,DEV0252,0
NW005283,2026-06-25T19:54:29,STF1128,staff-ops,internet,10.20.164.170,198.51.218.132,8080,TCP,307722,DEV0193,0
NW003156,2026-06-25T20:04:05,STF1171,staff-ops,internet,10.20.185.65,198.51.44.67,443,UDP,171843,DEV0385,0
NW005513,2026-06-25T20:04:11,STF1022,staff-ops,staff-ops,10.20.51.13,10.20.88.82,443,TCP,252638,DEV0398,0
NW000723,2026-06-25T20:07:25,STF1176,staff-ops,staff-ops,10.20.32.211,10.20.153.56,80,TCP,303189,DEV0248,0
NW005058,2026-06-25T20:16:01,STF1063,staff-ops,staff-ops,10.20.224.47,10.20.57.182,443,TCP,350526,DEV0180,0
NW003593,2026-06-25T20:16:39,VND2019,vendor-vpn,vendor-vpn,10.60.254.177,10.20.25.112,80,TCP,378948,DEV0109,0
NW004227,2026-06-25T20:19:36,STF1133,staff-ops,staff-ops,10.20.129.60,10.20.59.10,8080,TCP,523,DEV0008,0
NW005263,2026-06-25T20:20:58,STF1027,staff-ops,internet,10.20.202.11,198.51.30.189,443,TCP,54188,DEV0301,0
NW003269,2026-06-25T20:23:59,STF1068,staff-ops,staff-ops,10.20.82.171,10.20.213.238,443,TCP,298145,DEV0363,0
NW000666,2026-06-25T20:33:10,STF1172,staff-ops,internet,10.20.77.51,198.51.16.56,443,TCP,166130,DEV0080,0
NW003432,2026-06-25T20:35:18,VND2012,vendor-vpn,vendor-vpn,10.60.91.163,10.20.49.158,443,TCP,41783,DEV0220,0
NW000939,2026-06-25T20:35:29,STF1129,staff-ops,internet,10.20.246.80,198.51.15.96,22,TCP,254198,DEV0253,0
NW000696,2026-06-25T20:42:53,VND2008,vendor-vpn,vendor-vpn,10.60.141.73,10.20.151.112,80,TCP,181831,DEV0167,0
NW005456,2026-06-25T21:08:28,STF1160,staff-ops,operational-apps,10.20.237.129,10.20.147.129,5432,TCP,3840171,DEV0005,1
NW002370,2026-06-25T21:27:22,VND2001,vendor-vpn,vendor-vpn,10.60.195.218,10.20.66.94,22,TCP,388160,DEV0065,0
NW002754,2026-06-25T21:35:47,STF1085,staff-ops,internet,10.20.236.76,198.51.82.44,80,TCP,384300,DEV0181,0
NW000829,2026-06-25T21:41:19,STF1008,staff-ops,staff-ops,10.20.127.193,10.20.178.17,443,TCP,323612,DEV0057,0
NW006034,2026-06-25T21:48:29,STF1122,staff-ops,internet,10.20.216.140,198.51.200.55,22,TCP,28314,DEV0179,0
NW000687,2026-06-25T21:53:00,STF1048,staff-ops,staff-ops,10.20.241.247,10.20.228.201,22,TCP,147380,DEV0210,0
NW003094,2026-06-25T21:56:38,VND2022,vendor-vpn,vendor-vpn,10.60.51.86,10.20.36.189,5432,TCP,112656,DEV0032,0
NW004977,2026-06-25T23:08:52,STF1116,staff-ops,staff-ops,10.20.184.67,10.20.189.66,8080,TCP,96415,DEV0336,0
NW004030,2026-06-25T23:28:58,STF1148,staff-ops,staff-ops,10.20.33.79,10.20.129.7,22,TCP,378037,DEV0248,0
NW003794,2026-06-26T00:27:11,VND2010,vendor-vpn,vendor-vpn,10.60.74.240,10.20.4.1,80,TCP,234469,DEV0230,0
NW001638,2026-06-26T00:45:51,STF1135,staff-ops,staff-ops,10.20.207.69,10.20.155.195,5432,TCP,311092,DEV0336,0
NW000858,2026-06-26T01:26:58,STF1173,staff-ops,staff-ops,10.20.49.190,10.20.185.99,8080,TCP,121434,DEV0179,0
NW002178,2026-06-26T01:51:41,VND2034,vendor-vpn,vendor-vpn,10.60.194.167,10.20.105.119,5432,TCP,71225,DEV0234,0
NW005331,2026-06-26T02:16:54,STF1164,staff-ops,operational-apps,10.20.65.182,10.20.130.234,5432,TCP,3703901,DEV0009,1
NW004361,2026-06-26T02:49:29,STF1031,staff-ops,internet,10.20.125.112,198.51.19.218,443,TCP,132942,DEV0301,0
NW004254,2026-06-26T03:14:03,STF1145,staff-ops,staff-ops,10.20.213.233,10.20.213.185,443,TCP,311535,DEV0155,0
NW005104,2026-06-26T03:23:33,VND2023,vendor-vpn,operational-apps,10.60.87.166,10.20.195.214,3389,TCP,3282326,DEV0204,1
NW003121,2026-06-26T06:05:15,VND2027,vendor-vpn,internet,10.60.158.128,198.51.231.186,443,TCP,157176,DEV0162,0
NW003648,2026-06-26T06:09:35,STF1082,staff-ops,internet,10.20.248.82,198.51.109.211,443,TCP,52136,DEV0076,0
NW004323,2026-06-26T06:10:45,STF1165,staff-ops,staff-ops,10.20.164.32,10.20.173.91,80,TCP,258900,DEV0227,0
NW002823,2026-06-26T06:20:16,STF1079,staff-ops,internet,10.20.217.232,198.51.68.115,8080,TCP,163652,DEV0261,0
NW004453,2026-06-26T06:20:26,VND2018,vendor-vpn,internet,10.60.179.109,198.51.237.150,22,TCP,238665,DEV0275,0
NW000273,2026-06-26T06:29:17,STF1021,staff-ops,internet,10.20.188.159,198.51.125.91,8080,TCP,353807,DEV0227,0
NW004191,2026-06-26T06:31:06,VND2017,vendor-vpn,vendor-vpn,10.60.42.67,10.20.126.131,80,TCP,218667,DEV0375,0
NW000566,2026-06-26T06:32:21,STF1033,staff-ops,staff-ops,10.20.212.176,10.20.3.143,443,TCP,91784,DEV0163,0
NW000970,2026-06-26T06:43:28,STF1068,staff-ops,staff-ops,10.20.79.21,10.20.57.48,5432,TCP,180645,DEV0072,0
NW001223,2026-06-26T06:50:52,STF1068,staff-ops,internet,10.20.225.228,198.51.241.209,443,TCP,67618,DEV0282,0
NW005247,2026-06-26T06:50:54,STF1000,staff-ops,staff-ops,10.20.215.78,10.20.82.164,8080,TCP,101757,DEV0214,0
NW003667,2026-06-26T06:54:11,STF1027,staff-ops,staff-ops,10.20.51.66,10.20.72.52,80,TCP,116835,DEV0292,0
NW001159,2026-06-26T06:54:37,VND2002,vendor-vpn,vendor-vpn,10.60.205.51,10.20.254.168,22,TCP,13732,DEV0103,0
NW004983,2026-06-26T07:02:35,STF1015,staff-ops,internet,10.20.107.228,198.51.144.243,443,TCP,199854,DEV0321,0
NW002511,2026-06-26T07:03:04,VND2009,vendor-vpn,vendor-vpn,10.60.70.166,10.20.161.89,80,TCP,233802,DEV0263,0
NW002959,2026-06-26T07:09:33,STF1064,staff-ops,staff-ops,10.20.34.138,10.20.166.97,80,TCP,272177,DEV0314,0
NW002296,2026-06-26T07:10:13,STF1138,staff-ops,internet,10.20.137.177,198.51.229.91,5432,TCP,189816,DEV0047,0
NW003253,2026-06-26T07:27:28,VND2000,vendor-vpn,vendor-vpn,10.60.110.65,10.20.54.184,443,UDP,23224,DEV0390,0
NW003793,2026-06-26T07:30:24,VND2008,vendor-vpn,vendor-vpn,10.60.55.117,10.20.222.220,8080,TCP,355698,DEV0138,0
NW000106,2026-06-26T07:30:30,STF1111,staff-ops,internet,10.20.230.234,198.51.154.204,443,TCP,359685,DEV0169,0
NW001656,2026-06-26T07:38:02,STF1125,staff-ops,staff-ops,10.20.104.53,10.20.64.12,80,UDP,94135,DEV0175,0
NW005418,2026-06-26T07:39:25,STF1081,staff-ops,internet,10.20.153.66,198.51.25.239,443,TCP,340642,DEV0193,0
NW000770,2026-06-26T07:41:04,STF1112,staff-ops,staff-ops,10.20.107.136,10.20.223.7,443,TCP,181376,DEV0101,0
NW000454,2026-06-26T07:44:57,STF1000,staff-ops,staff-ops,10.20.94.212,10.20.154.222,22,UDP,235792,DEV0360,0
NW004509,2026-06-26T07:50:53,STF1016,staff-ops,staff-ops,10.20.146.215,10.20.72.151,22,TCP,35951,DEV0237,0
NW004303,2026-06-26T07:54:32,STF1048,staff-ops,staff-ops,10.20.96.209,10.20.69.197,443,TCP,358792,DEV0096,0
NW001110,2026-06-26T07:55:39,VND2005,vendor-vpn,vendor-vpn,10.60.92.81,10.20.68.29,80,TCP,128069,DEV0321,0
NW001580,2026-06-26T07:56:14,STF1095,staff-ops,internet,10.20.25.59,198.51.223.28,80,TCP,300844,DEV0378,0
NW001633,2026-06-26T08:20:12,STF1117,staff-ops,staff-ops,10.20.185.107,10.20.115.139,5432,TCP,232662,DEV0380,0
NW006207,2026-06-26T08:37:13,STF1080,staff-ops,staff-ops,10.20.78.252,10.20.172.23,8080,TCP,260071,DEV0096,0
NW005465,2026-06-26T08:44:58,STF1017,staff-ops,staff-ops,10.20.156.43,10.20.184.245,3389,TCP,266069,DEV0083,0
NW001115,2026-06-26T08:46:25,VND2004,vendor-vpn,internet,10.60.131.8,198.51.72.131,80,TCP,84216,DEV0125,0
NW005436,2026-06-26T08:53:35,STF1075,staff-ops,staff-ops,10.20.5.66,10.20.58.11,5432,TCP,232112,DEV0097,0
NW001052,2026-06-26T09:35:10,STF1120,staff-ops,internet,10.20.40.16,198.51.174.30,443,TCP,132641,DEV0117,0
NW003348,2026-06-26T09:50:15,VND2029,vendor-vpn,vendor-vpn,10.60.36.95,10.20.17.74,443,TCP,272535,DEV0197,0
NW006204,2026-06-26T10:09:18,STF1154,staff-ops,staff-ops,10.20.102.21,10.20.165.72,3389,TCP,293498,DEV0206,0
NW000469,2026-06-26T10:26:57,VND2002,vendor-vpn,vendor-vpn,10.60.0.35,10.20.239.125,443,TCP,397422,DEV0004,0
NW005910,2026-06-26T10:32:32,VND2012,vendor-vpn,vendor-vpn,10.60.17.124,10.20.200.85,8080,TCP,82400,DEV0220,0
NW004447,2026-06-26T10:41:32,VND2013,vendor-vpn,internet,10.60.15.254,198.51.128.107,22,TCP,185844,DEV0031,0
NW003466,2026-06-26T10:42:12,VND2025,vendor-vpn,vendor-vpn,10.60.174.61,10.20.61.251,443,TCP,299273,DEV0379,0
NW006217,2026-06-26T10:42:42,STF1073,staff-ops,staff-ops,10.20.35.209,10.20.235.74,80,TCP,325817,DEV0032,0
NW002717,2026-06-26T10:42:46,STF1009,staff-ops,internet,10.20.181.197,198.51.100.159,22,UDP,292575,DEV0327,0
NW002433,2026-06-26T10:50:16,STF1152,staff-ops,staff-ops,10.20.248.93,10.20.89.117,80,TCP,180448,DEV0035,0
NW000074,2026-06-26T10:52:15,STF1050,staff-ops,staff-ops,10.20.127.5,10.20.69.75,443,TCP,166171,DEV0212,0
NW005286,2026-06-26T10:56:41,STF1144,staff-ops,staff-ops,10.20.92.250,10.20.198.191,80,UDP,16540,DEV0175,0
NW005925,2026-06-26T11:16:40,STF1013,staff-ops,staff-ops,10.20.5.223,10.20.166.253,443,TCP,97731,DEV0139,0
NW000573,2026-06-26T11:30:37,STF1082,staff-ops,staff-ops,10.20.122.91,10.20.119.167,443,TCP,360124,DEV0159,0
NW003982,2026-06-26T11:39:15,VND2011,vendor-vpn,internet,10.60.17.78,198.51.234.214,8080,TCP,365914,DEV0248,0
NW006298,2026-06-26T11:46:24,STF1057,staff-ops,staff-ops,10.20.238.8,10.20.65.153,5432,TCP,295349,DEV0226,0
NW004315,2026-06-26T12:08:38,STF1006,staff-ops,staff-ops,10.20.35.107,10.20.103.64,443,UDP,114941,DEV0295,0
NW002585,2026-06-26T12:12:42,STF1109,staff-ops,staff-ops,10.20.86.171,10.20.11.43,8080,TCP,24377,DEV0034,0
NW004231,2026-06-26T12:16:01,STF1116,staff-ops,internet,10.20.101.206,198.51.254.65,8080,TCP,171887,DEV0088,0
NW001170,2026-06-26T12:17:10,STF1130,staff-ops,internet,10.20.98.166,198.51.148.59,443,TCP,291251,DEV0201,0
NW000499,2026-06-26T12:18:30,STF1022,staff-ops,staff-ops,10.20.124.253,10.20.12.51,80,TCP,2852,DEV0327,0
NW001098,2026-06-26T12:33:11,STF1128,staff-ops,staff-ops,10.20.250.235,10.20.96.134,8080,TCP,154929,DEV0353,0
NW005390,2026-06-26T12:35:48,STF1043,staff-ops,staff-ops,10.20.80.122,10.20.111.151,445,TCP,370461,DEV0330,0
NW002837,2026-06-26T12:37:53,STF1116,staff-ops,staff-ops,10.20.115.164,10.20.101.181,8080,TCP,370463,DEV0333,0
NW002470,2026-06-26T13:03:36,STF1074,staff-ops,staff-ops,10.20.170.82,10.20.196.215,8080,TCP,122851,DEV0217,0
NW004495,2026-06-26T13:04:47,VND2021,vendor-vpn,vendor-vpn,10.60.214.191,10.20.40.133,443,TCP,171462,DEV0285,0
NW006148,2026-06-26T13:10:56,STF1141,staff-ops,staff-ops,10.20.95.59,10.20.141.130,443,TCP,238000,DEV0322,0
NW002359,2026-06-26T13:11:24,STF1131,staff-ops,staff-ops,10.20.43.35,10.20.78.85,8080,TCP,57465,DEV0271,0
NW003687,2026-06-26T13:13:20,STF1114,staff-ops,internet,10.20.141.29,198.51.126.111,80,TCP,48910,DEV0225,0
NW000629,2026-06-26T13:15:12,STF1178,staff-ops,staff-ops,10.20.247.21,10.20.135.69,22,TCP,270466,DEV0203,0
NW004201,2026-06-26T13:15:41,STF1176,staff-ops,internet,10.20.10.121,198.51.35.171,80,TCP,254961,DEV0082,0
NW003775,2026-06-26T13:16:19,VND2026,vendor-vpn,vendor-vpn,10.60.37.240,10.20.50.19,3389,TCP,6286,DEV0157,0
NW002428,2026-06-26T13:17:22,STF1156,staff-ops,staff-ops,10.20.215.60,10.20.243.204,443,TCP,220125,DEV0170,0
NW003940,2026-06-26T13:27:20,STF1138,staff-ops,internet,10.20.69.63,198.51.38.98,80,TCP,335860,DEV0049,0
NW002094,2026-06-26T13:51:12,STF1178,staff-ops,staff-ops,10.20.208.107,10.20.76.228,80,TCP,322517,DEV0138,0
NW001685,2026-06-26T14:07:27,STF1148,staff-ops,staff-ops,10.20.23.41,10.20.70.68,8080,TCP,207855,DEV0229,0
NW004389,2026-06-26T14:19:57,STF1015,staff-ops,internet,10.20.79.76,198.51.172.117,443,TCP,157482,DEV0242,0
NW005592,2026-06-26T14:22:04,STF1129,staff-ops,staff-ops,10.20.39.188,10.20.198.213,443,TCP,252350,DEV0245,0
NW005019,2026-06-26T14:25:33,VND2008,vendor-vpn,vendor-vpn,10.60.114.51,10.20.128.131,443,TCP,95534,DEV0392,0
NW000431,2026-06-26T14:29:47,STF1094,staff-ops,staff-ops,10.20.152.192,10.20.82.79,3389,UDP,307692,DEV0020,0
NW003290,2026-06-26T14:31:05,STF1150,staff-ops,staff-ops,10.20.77.245,10.20.42.236,443,TCP,356451,DEV0212,0
NW000797,2026-06-26T14:31:54,VND2001,vendor-vpn,vendor-vpn,10.60.27.106,10.20.238.76,3389,TCP,88592,DEV0090,0
NW005883,2026-06-26T14:35:48,STF1055,staff-ops,staff-ops,10.20.221.10,10.20.89.214,22,TCP,312250,DEV0266,0
NW000625,2026-06-26T14:54:52,STF1176,staff-ops,staff-ops,10.20.254.16,10.20.136.118,443,TCP,273584,DEV0372,0
NW005222,2026-06-26T15:01:26,VND2006,vendor-vpn,vendor-vpn,10.60.105.137,10.20.191.53,8080,TCP,182528,DEV0075,0
NW000584,2026-06-26T15:15:41,VND2006,vendor-vpn,internet,10.60.244.8,198.51.186.14,80,TCP,176778,DEV0268,0
NW000025,2026-06-26T15:17:40,VND2005,vendor-vpn,internet,10.60.212.24,198.51.8.69,5432,UDP,80574,DEV0083,0
NW006259,2026-06-26T15:19:06,VND2003,vendor-vpn,vendor-vpn,10.60.0.173,10.20.201.145,443,TCP,24738,DEV0076,0
NW004219,2026-06-26T15:30:38,STF1063,staff-ops,internet,10.20.24.82,198.51.162.183,22,TCP,146927,DEV0247,0
NW000818,2026-06-26T15:34:50,STF1078,staff-ops,staff-ops,10.20.242.241,10.20.27.104,8080,UDP,62240,DEV0153,0
NW006387,2026-06-26T15:36:00,VND2005,vendor-vpn,vendor-vpn,10.60.112.194,10.20.155.17,443,TCP,382950,DEV0015,0
NW002212,2026-06-26T15:37:17,STF1105,staff-ops,staff-ops,10.20.160.121,10.20.14.211,443,TCP,67774,DEV0262,0
NW000066,2026-06-26T15:56:33,VND2025,vendor-vpn,vendor-vpn,10.60.141.226,10.20.132.170,443,TCP,97063,DEV0072,0
NW001976,2026-06-26T16:02:11,STF1155,staff-ops,internet,10.20.86.35,198.51.120.110,5432,TCP,323361,DEV0026,0
NW004067,2026-06-26T16:14:01,VND2026,vendor-vpn,internet,10.60.80.105,198.51.27.214,443,TCP,159198,DEV0279,0
NW002169,2026-06-26T16:14:19,VND2024,vendor-vpn,vendor-vpn,10.60.123.60,10.20.145.218,443,TCP,183205,DEV0112,0
NW002260,2026-06-26T16:40:46,STF1160,staff-ops,staff-ops,10.20.182.175,10.20.95.229,8080,TCP,1926,DEV0390,0
NW001840,2026-06-26T16:45:17,STF1149,staff-ops,staff-ops,10.20.195.25,10.20.213.65,443,TCP,161689,DEV0147,0
NW003710,2026-06-26T16:50:01,STF1022,staff-ops,staff-ops,10.20.67.236,10.20.143.111,5432,TCP,110397,DEV0386,0
NW005227,2026-06-26T16:53:24,STF1136,staff-ops,staff-ops,10.20.186.133,10.20.61.148,443,TCP,158313,DEV0237,0
NW002603,2026-06-26T16:58:55,STF1147,staff-ops,staff-ops,10.20.146.232,10.20.138.36,8080,TCP,310646,DEV0081,0
NW002114,2026-06-26T17:04:36,VND2012,vendor-vpn,vendor-vpn,10.60.81.68,10.20.24.127,443,TCP,262062,DEV0030,0
NW005909,2026-06-26T17:12:17,STF1080,staff-ops,internet,10.20.57.115,198.51.57.29,3389,UDP,17254,DEV0298,0
NW001427,2026-06-26T17:21:00,STF1052,staff-ops,staff-ops,10.20.53.35,10.20.45.37,22,TCP,335509,DEV0306,0
NW006182,2026-06-26T17:31:05,STF1150,staff-ops,staff-ops,10.20.59.3,10.20.245.32,8080,TCP,82866,DEV0240,0
NW000318,2026-06-26T17:38:56,STF1161,staff-ops,staff-ops,10.20.194.153,10.20.165.111,443,UDP,244056,DEV0280,0
NW003928,2026-06-26T17:50:45,STF1051,staff-ops,internet,10.20.141.139,198.51.230.107,5432,TCP,230413,DEV0367,0
NW000179,2026-06-26T17:55:32,STF1090,staff-ops,staff-ops,10.20.233.1,10.20.116.54,443,TCP,152590,DEV0345,0
NW000546,2026-06-26T17:55:58,STF1002,staff-ops,staff-ops,10.20.134.11,10.20.52.12,3389,TCP,180174,DEV0221,0
NW000107,2026-06-26T17:59:56,STF1036,staff-ops,internet,10.20.234.161,198.51.212.26,443,TCP,240545,DEV0123,0
NW006309,2026-06-26T18:01:33,STF1048,staff-ops,staff-ops,10.20.32.32,10.20.186.205,3389,TCP,50477,DEV0045,0
NW002783,2026-06-26T18:19:21,STF1106,staff-ops,staff-ops,10.20.19.99,10.20.88.125,443,TCP,382301,DEV0080,0
NW005742,2026-06-26T18:20:22,STF1146,staff-ops,staff-ops,10.20.107.162,10.20.34.244,445,UDP,201092,DEV0343,0
NW001609,2026-06-26T18:33:21,STF1068,staff-ops,staff-ops,10.20.119.2,10.20.153.213,80,TCP,363782,DEV0319,0
NW004801,2026-06-26T18:45:32,STF1099,staff-ops,staff-ops,10.20.45.116,10.20.216.201,3389,TCP,73404,DEV0196,0
NW000352,2026-06-26T18:47:24,STF1145,staff-ops,internet,10.20.120.187,198.51.59.18,443,TCP,344291,DEV0043,0
NW003801,2026-06-26T18:47:32,STF1079,staff-ops,staff-ops,10.20.121.21,10.20.73.152,8080,UDP,184871,DEV0155,0
NW002830,2026-06-26T19:15:24,STF1179,staff-ops,staff-ops,10.20.152.142,10.20.41.60,8080,TCP,206821,DEV0073,0
NW001584,2026-06-26T19:25:02,STF1126,staff-ops,staff-ops,10.20.153.240,10.20.202.126,443,TCP,328813,DEV0376,0
NW003430,2026-06-26T19:28:36,STF1077,staff-ops,staff-ops,10.20.135.183,10.20.183.226,443,UDP,181925,DEV0241,0
NW004181,2026-06-26T19:31:27,STF1102,staff-ops,staff-ops,10.20.162.187,10.20.246.77,443,UDP,138324,DEV0156,0
NW002261,2026-06-26T19:36:45,VND2006,vendor-vpn,vendor-vpn,10.60.115.9,10.20.189.124,80,TCP,291921,DEV0050,0
NW002510,2026-06-26T19:42:02,VND2033,vendor-vpn,vendor-vpn,10.60.89.8,10.20.3.203,5432,TCP,307046,DEV0192,0
NW000846,2026-06-26T19:46:02,STF1133,staff-ops,staff-ops,10.20.24.27,10.20.125.164,5432,TCP,179119,DEV0334,0
NW001957,2026-06-26T19:47:00,STF1153,staff-ops,staff-ops,10.20.41.18,10.20.242.214,443,TCP,285320,DEV0047,0
NW002950,2026-06-26T19:50:44,STF1035,staff-ops,staff-ops,10.20.226.48,10.20.81.212,8080,TCP,180787,DEV0089,0
NW005262,2026-06-26T19:55:04,VND2011,vendor-vpn,vendor-vpn,10.60.196.30,10.20.196.155,443,TCP,311108,DEV0247,0
NW005154,2026-06-26T20:11:14,STF1003,staff-ops,staff-ops,10.20.204.9,10.20.51.159,443,TCP,233406,DEV0154,0
NW002224,2026-06-26T20:13:24,STF1044,staff-ops,staff-ops,10.20.206.29,10.20.27.110,443,TCP,343860,DEV0091,0
NW002280,2026-06-26T20:17:37,STF1044,staff-ops,internet,10.20.10.221,198.51.119.160,80,UDP,137549,DEV0273,0
NW003987,2026-06-26T20:18:05,VND2023,vendor-vpn,operational-apps,10.60.114.74,10.20.71.92,5432,TCP,839028,DEV0108,1
NW006029,2026-06-26T20:20:12,STF1148,staff-ops,staff-ops,10.20.43.120,10.20.18.213,445,TCP,38485,DEV0304,0
NW005187,2026-06-26T20:34:46,STF1078,staff-ops,staff-ops,10.20.57.39,10.20.195.234,445,TCP,197138,DEV0051,0
NW002763,2026-06-26T20:52:48,STF1062,staff-ops,staff-ops,10.20.104.124,10.20.240.17,80,TCP,325343,DEV0351,0
NW003929,2026-06-26T20:54:18,STF1051,staff-ops,internet,10.20.239.170,198.51.163.163,443,TCP,235794,DEV0005,0
NW005256,2026-06-26T21:03:27,STF1000,staff-ops,internet,10.20.12.77,198.51.76.252,8080,TCP,322664,DEV0298,0
NW002809,2026-06-26T21:04:37,STF1139,staff-ops,staff-ops,10.20.159.168,10.20.126.200,22,UDP,357110,DEV0221,0
NW003755,2026-06-26T21:07:27,VND2030,vendor-vpn,vendor-vpn,10.60.235.170,10.20.244.219,22,TCP,88958,DEV0347,0
NW000341,2026-06-26T21:07:32,VND2020,vendor-vpn,internet,10.60.220.212,198.51.165.160,443,TCP,39966,DEV0133,0
NW002627,2026-06-26T21:09:00,STF1095,staff-ops,staff-ops,10.20.48.121,10.20.254.112,3389,TCP,384415,DEV0093,0
NW001651,2026-06-26T21:18:39,STF1113,staff-ops,staff-ops,10.20.79.39,10.20.92.129,80,TCP,302213,DEV0316,0
NW001249,2026-06-26T21:43:36,VND2025,vendor-vpn,vendor-vpn,10.60.55.62,10.20.124.104,80,TCP,136176,DEV0155,0
NW002844,2026-06-26T21:44:55,STF1045,staff-ops,internet,10.20.66.39,198.51.228.199,22,TCP,51456,DEV0399,0
NW005270,2026-06-26T21:48:39,STF1131,staff-ops,staff-ops,10.20.139.161,10.20.190.122,5432,TCP,250858,DEV0050,0
